Function                                                                                                                                                                                                                                                                                                                                                                                                                                                      CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Spin Time:Imbalance or Serial Spinning  CPU Time:Spin Time:Lock Contention  CPU Time:Spin Time:Other  CPU Time:Overhead Time  CPU Time:Overhead Time:Creation  CPU Time:Overhead Time:Scheduling  CPU Time:Overhead Time:Reduction  CPU Time:Overhead Time:Atomics  CPU Time:Overhead Time:Other  Module                   Function (Full)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Source File        Start Address     
OS_BARESYSCALL_DoCallAsmIntel64Linux                                                                                                                                                                                                                                                                                                                                                                                                                            0.113s                   0.113s                        0.010s                        0.103s                          0s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libc-dynamic.so          OS_BARESYSCALL_DoCallAsmIntel64Linux                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]          0x70e5c           
csettle                                                                                                                                                                                                                                                                                                                                                                                                                                                         0.110s                   0.110s                            0s                            0s                      0.110s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  csettle                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Unknown]          0xf04130          
fftwf_ct_applicable                                                                                                                                                                                                                                                                                                                                                                                                                                             0.110s                   0.110s                            0s                        0.010s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  fftwf_ct_applicable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         [Unknown]          0x13386c0         
n1bv_14                                                                                                                                                                                                                                                                                                                                                                                                                                                         0.110s                   0.110s                            0s                            0s                      0.110s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1bv_14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Unknown]          0x11a4140         
clear_f                                                                                                                                                                                                                                                                                                                                                                                                                                                         0.109s                   0.109s                            0s                            0s                      0.109s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  clear_f(nbnxn_atomdata_t const*, int, float*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Unknown]          0xe63c10          
gmx_mtop_atomloop_all_next                                                                                                                                                                                                                                                                                                                                                                                                                                      0.101s                   0.101s                            0s                            0s                      0.101s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx_mtop_atomloop_all_next(gmx_mtop_atomloop_all*, int*, t_atom const**)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0x2ae6a0          
nbnxn_atomdata_copy_shiftvec                                                                                                                                                                                                                                                                                                                                                                                                                                    0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  nbnxn_atomdata_copy_shiftvec(int, float (*)[3], nbnxn_atomdata_t*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [Unknown]          0xf73df0          
update_coords                                                                                                                                                                                                                                                                                                                                                                                                                                                   0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  update_coords(_IO_FILE*, long, t_inputrec*, t_mdatoms*, t_state*, gmx::ArrayRef<gmx::BasicVector<float>>, t_fcdata*, gmx_ekindata_t*, float (*)[3], gmx_update_t*, int, t_commrec*, gmx_constr*)                                                                                                                                                                                                                                                                                                                                                                                                                                            [Unknown]          0xfd4db0          
MPI_SGI_shared_init_slave                                                                                                                                                                                                                                                                                                                                                                                                                                       0.100s                   0.100s                            0s                        0.100s                          0s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libmpi_mt.so             MPI_SGI_shared_init_slave                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   shared.c           0x596b0           
mkplan                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  mkplan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]          0x133d390         
gmx_pme_do                                                                                                                                                                                                                                                                                                                                                                                                                                                      0.100s                   0.100s                            0s                            0s                      0.100s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  gmx_pme_do(gmx_pme_t*, int, int, float (*)[3], float (*)[3], float*, float*, float*, float*, float*, float*, float (*)[3], t_commrec*, int, int, t_nrnb*, gmx_wallcycle*, float (*)[3], float (*)[3], float*, float*, float, float, float*, float*, int)                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0x227870          
hf_16                                                                                                                                                                                                                                                                                                                                                                                                                                                           0.100s                   0.100s                            0s                        0.030s                      0.070s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  hf_16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]          0x113f450         
dd_make_reverse_top                                                                                                                                                                                                                                                                                                                                                                                                                                             0.099s                   0.099s                            0s                            0s                      0.099s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_make_reverse_top(_IO_FILE*, gmx_domdec_t*, gmx_mtop_t const*, gmx_vsite_t const*, t_inputrec const*, int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Unknown]          0x1ed270          
set_lincs_matrix                                                                                                                                                                                                                                                                                                                                                                                                                                                0.099s                   0.099s                            0s                            0s                      0.099s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  set_lincs_matrix(gmx_lincsdata*, float*, float)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Unknown]          0xee2d40          
sched_setaffinity                                                                                                                                                                                                                                                                                                                                                                                                                                               0.090s                   0.090s                            0s                        0.090s                          0s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libc-2.17.so             sched_setaffinity                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]          0xdb1d0           
update_tcouple                                                                                                                                                                                                                                                                                                                                                                                                                                                  0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  update_tcouple(long, t_inputrec*, t_state*, gmx_ekindata_t*, t_extmass*, t_mdatoms*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]          0xfce2c0          
dd_force_flop_start                                                                                                                                                                                                                                                                                                                                                                                                                                             0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_force_flop_start(gmx_domdec_t*, t_nrnb*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 [Unknown]          0x1c7400          
do_per_step                                                                                                                                                                                                                                                                                                                                                                                                                                                     0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  do_per_step(long, long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Unknown]          0xfc2910          
wallcycle_start                                                                                                                                                                                                                                                                                                                                                                                                                                                 0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  wallcycle_start(gmx_wallcycle*, int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]          0x29d4d0          
settle_set_constraints                                                                                                                                                                                                                                                                                                                                                                                                                                          0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  settle_set_constraints                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]          0xf03220          
n1fv_8                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1fv_8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]          0x11b6180         
n1bv_5                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1bv_5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]          0x11a7aa0         
n1bv_8                                                                                                                                                                                                                                                                                                                                                                                                                                                          0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1bv_8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [Unknown]          0x12d9c50         
n1bv_20                                                                                                                                                                                                                                                                                                                                                                                                                                                         0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1bv_20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Unknown]          0x11a5290         
fftwf_md5putc                                                                                                                                                                                                                                                                                                                                                                                                                                                   0.090s                   0.090s                            0s                        0.010s                      0.080s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  fftwf_md5putc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Unknown]          0x10e0d30         
n1fv_14                                                                                                                                                                                                                                                                                                                                                                                                                                                         0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  n1fv_14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     [Unknown]          0x1215810         
dd_make_local_constraints                                                                                                                                                                                                                                                                                                                                                                                                                                       0.090s                   0.090s                            0s                            0s                      0.090s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_make_local_constraints(gmx_domdec_t*, int, gmx_mtop_t const*, int const*, gmx_constr*, int, t_ilist*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0x1dcb40          
inputrecDeform                                                                                                                                                                                                                                                                                                                                                                                                                                                  0.089s                   0.089s                            0s                            0s                      0.089s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  inputrecDeform(t_inputrec const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]          0x25cc90          
